title,company,location,apply_link
Data Analyst,FedEx,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/data-analyst-at-fedex-4371029910?position=25&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=UJmjS0JvRgCwve4km7YzyA%3D%3D
Data Analyst,SourceFuse,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/data-analyst-at-sourcefuse-4404272130?position=26&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=YsjOO3noxeO3vOIYt9eNbg%3D%3D
Data Analyst,PINKVILLA,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-pinkvilla-4403933570?position=27&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=yEm1F6%2B58jCHZTNfkVa%2FZw%3D%3D
Operations Data Analyst,Thiess,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/operations-data-analyst-at-thiess-4402937793?position=28&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=5Id0c3xSKcUFaMoMe%2BK8jg%3D%3D
Data Analyst,Wiley,Pune/Pimpri-Chinchwad Area,https://in.linkedin.com/jobs/view/data-analyst-at-wiley-4381748256?position=29&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=2jx2EQc7XFVJwoQiQdrmKA%3D%3D
Data Analyst,Midtown Software,"Chandigarh, India",https://in.linkedin.com/jobs/view/data-analyst-at-midtown-software-4372509916?position=30&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=kqRZe4SdbiDV2lV%2Bzjg0yQ%3D%3D
Data Analyst,Infosys,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-analyst-at-infosys-4405077501?position=31&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=tGhxRXNf34zp9URdLPCQQQ%3D%3D
Data Logger,SLB,"Navi Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-logger-at-slb-4401622282?position=32&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=ow%2FHuYGAk4jqYc0dfEIM0g%3D%3D
Data Analyst,Citi,"Haryana, India",https://in.linkedin.com/jobs/view/data-analyst-at-citi-4398192348?position=33&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=xhqf1ie3XNL0svQzoZnBWg%3D%3D
Data Analyst,Virtusa,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-virtusa-4399532783?position=34&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=V6rU%2Bg0TuAaN9YqIOVZ4Sg%3D%3D
Consultant,Infosys,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/consultant-at-infosys-4392197582?position=35&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=4XOKh2Yx212VpKXc3lXrkg%3D%3D
DGM Data Analyst,airtel,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/dgm-data-analyst-at-airtel-4402438355?position=36&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=Rwvwrz9TvSw5hmrqLogzog%3D%3D
"Data Analysts, ETL, SQL, Informatica",Infosys,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-analysts-etl-sql-informatica-at-infosys-4397274564?position=37&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=%2Fdryx108JvI9KQXCNL6ADg%3D%3D
"Data Analysts, ETL, SQL, Informatica",Infosys,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-analysts-etl-sql-informatica-at-infosys-4397228196?position=38&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=TLApMTaVzQGHdX4MWXQPsw%3D%3D
Associate Data Insight Analyst [T500-24881],Albertsons Companies India,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/associate-data-insight-analyst-t500-24881-at-albertsons-companies-india-4394649006?position=39&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=qqtU8sNP%2BxKSkQcG1gh%2FxA%3D%3D
Data Analyst,Randstad Enterprise,India,https://in.linkedin.com/jobs/view/data-analyst-at-randstad-enterprise-4380251175?position=40&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=OrBz3tfcQTebsqikC%2F7kGg%3D%3D
Data Analyst,UST,"Pune City, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-ust-4397671776?position=41&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=Oo2G2KCcIV8JiO3iqW8Cjg%3D%3D
"Data Analyst (SQL,HDFS, Hive)",RiskInsight Consulting Pvt Ltd.,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-sql-hdfs-hive-at-riskinsight-consulting-pvt-ltd-4370337080?position=42&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=vKMoYPmnf3wSX1VK%2BdSroQ%3D%3D
Associate Data Analyst - Enterprise & Reporting,Circle K,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/associate-data-analyst-enterprise-reporting-at-circle-k-4395998183?position=43&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=UdoCxjDtQ%2FL4ViJM%2BCUpvg%3D%3D
Data Analyst,LTM,Greater Bengaluru Area,https://in.linkedin.com/jobs/view/data-analyst-at-ltm-4394899531?position=44&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=Kei2n3a0AUPWcTq0S5nk9g%3D%3D
Data Analyst/Engineer – SCG India,SCG,"New Delhi, Delhi, India",https://in.linkedin.com/jobs/view/data-analyst-engineer-%E2%80%93-scg-india-at-scg-4298398443?position=45&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=eEpdJO2fgxEiaB9I%2BC%2BxkQ%3D%3D
Data Analyst,Fluid Touch Pte Ltd,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-analyst-at-fluid-touch-pte-ltd-4397762539?position=46&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=M%2BSKBqm6m5XQHBMsUvqoeg%3D%3D
Data Analyst,Insight Global,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-insight-global-4401460038?position=47&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=aHrIdqmQaKDc%2F%2Ff8T5wGQA%3D%3D
Data Analyst,"Enterprise Minds, Inc","Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-enterprise-minds-inc-4393034116?position=48&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=wu5myaBk8CIo5LO%2BKObaSw%3D%3D
BI & Data Analyst,Ajmera Realty & Infra India Ltd.,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/bi-data-analyst-at-ajmera-realty-infra-india-ltd-4396962511?position=49&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=NWIGj9bdMvsCvZCIwSwTmQ%3D%3D
title,company,location,apply_link
Cabin Crew Opportunities,Emirates,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/cabin-crew-opportunities-at-emirates-4401287989?position=1&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=mWvgy5JVvaqufQ9OE9OApA%3D%3D
Cabin Crew Opportunities,Emirates,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/cabin-crew-opportunities-at-emirates-4404663862?position=2&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=Z3vGWRiUZogsop2H0iI%2FuQ%3D%3D
UAE-Genius,Apple,United Arab Emirates,https://ae.linkedin.com/jobs/view/uae-genius-at-apple-4388957519?position=3&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=rnDW0yKky5gjQEE9kMdtQQ%3D%3D
Assistant Store Supervisor,talabat,"Dubai, Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/assistant-store-supervisor-at-talabat-4405970786?position=4&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=%2F4G8iXSQGSnHKjhzp6l76w%3D%3D
"Supervisor, Operations",noon,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/supervisor-operations-at-noon-4395341973?position=5&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=5lD0beyeuybwAU4drYdCXQ%3D%3D
UAE-Creative,Apple,United Arab Emirates,https://ae.linkedin.com/jobs/view/uae-creative-at-apple-4388961370?position=6&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=3katnCjtCl%2BjKqz1uv8maA%3D%3D
UAE-Expert,Apple,United Arab Emirates,https://ae.linkedin.com/jobs/view/uae-expert-at-apple-4388952558?position=7&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=D%2B6ZLByd7kK%2BDB57y4%2FMjg%3D%3D
Complaints Management Executive,InsuranceMarket.ae™,"Dubai, Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/complaints-management-executive-at-insurancemarket-ae%E2%84%A2-4402424475?position=8&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=6SFKFJ33%2Fk1dh6fWPp%2FxBg%3D%3D
Team Leader - Contact Center - Al Ain,First Abu Dhabi Bank (FAB),"Al Ain, Abu Dhabi Emirate, United Arab Emirates",https://ae.linkedin.com/jobs/view/team-leader-contact-center-al-ain-at-first-abu-dhabi-bank-fab-4245919041?position=9&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=W%2FWZksdm7RnuSw7POQS06w%3D%3D
Team Leader - Customer & Seller Operations,noon,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/team-leader-customer-seller-operations-at-noon-4399251035?position=10&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=r5yarGswriqPyPAwSBz7Rw%3D%3D
Customer Support Specialist - Autonomous Vehicles team,Uber,"Dubai, Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/customer-support-specialist-autonomous-vehicles-team-at-uber-4407407940?position=11&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=fuEomI0o2R9ySq6B4wtGiw%3D%3D
"Assistant, Onboarding",noon,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/assistant-onboarding-at-noon-4392501447?position=12&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=ycMccZ%2BLopmfDbtcHs10kQ%3D%3D
"Team Lead, Logistics",noon,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/team-lead-logistics-at-noon-4406148627?position=13&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=uQwlDJaPzeQluC91INt38w%3D%3D
Retail Sales Associate,PUMA Group,"Dubai, Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/retail-sales-associate-at-puma-group-4292538398?position=14&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=wAQSy2UGL19WNYwPNaXo9A%3D%3D
Customer Service Advisor - Arabic and English Speaker - Dubai,Concentrix,"Dubai, Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/customer-service-advisor-arabic-and-english-speaker-dubai-at-concentrix-4364121501?position=15&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=%2BGT2wKJD6z7e2xb6eGxKuQ%3D%3D
Stock Associate,Majid Al Futtaim,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/stock-associate-at-majid-al-futtaim-4395694173?position=16&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=RzOYMFxc0GDmcHvr9WDy%2BA%3D%3D
IT Customer Support Executive (Hatta),emaratech,"Hatta, United Arab Emirates",https://ae.linkedin.com/jobs/view/it-customer-support-executive-hatta-at-emaratech-4402881626?position=17&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=zss2LgrNb3Mo94eeJhNVdA%3D%3D
Call Center Executive (Emiratized role),First Abu Dhabi Bank (FAB),"Dubai, Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/call-center-executive-emiratized-role-at-first-abu-dhabi-bank-fab-4145019823?position=18&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=UEAuahLGikWCxN%2BWkcmciQ%3D%3D
Product Analyst,Etihad Credit Bureau,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/product-analyst-at-etihad-credit-bureau-4398699704?position=19&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=5GRvaeUkfkgm9up3yMJ03w%3D%3D
Sales Associate,Majid Al Futtaim,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/sales-associate-at-majid-al-futtaim-4361821830?position=20&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=CJNaS05vl9pDTiACXVFbXA%3D%3D
Customer Service Advisor - Arabic and English Speaker - Abudhabi,Concentrix,"Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",https://ae.linkedin.com/jobs/view/customer-service-advisor-arabic-and-english-speaker-abudhabi-at-concentrix-4372458970?position=21&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=IomB3xeV7XeGCP7SF30scQ%3D%3D
Customer Service Advisor- Arabic and English Speaker - Dubai,Concentrix,"Dubai, Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/customer-service-advisor-arabic-and-english-speaker-dubai-at-concentrix-4364131365?position=22&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=xa4RnurdFfwxi17tx88mZw%3D%3D
Sales Associate - Fashion,Majid Al Futtaim,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/sales-associate-fashion-at-majid-al-futtaim-4376285338?position=23&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=5XJ0saOjZeIXcw1bn52fJA%3D%3D
"Executive, Compliance & Quality Operations (Cross-Border)",noon,"Abu Dhabi Emirate, United Arab Emirates",https://ae.linkedin.com/jobs/view/executive-compliance-quality-operations-cross-border-at-noon-4395331335?position=24&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=koDwULMMyyyQoFRzMYm9FQ%3D%3D
Help Desk Administrator,Modon,"Abu Dhabi Emirate, United Arab Emirates",https://ae.linkedin.com/jobs/view/help-desk-administrator-at-modon-4393839064?position=25&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=0q%2FnBEeyIx1jgi%2FF8dXMMA%3D%3D
Customer Success Manager,Xpress Automation,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/customer-success-manager-at-xpress-automation-4399521919?position=26&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=CovHp8JOKOPX56zjI7AjuQ%3D%3D
Customer Service Advisor - Arabic and English Speaker - Insurance sector,Concentrix,"Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",https://ae.linkedin.com/jobs/view/customer-service-advisor-arabic-and-english-speaker-insurance-sector-at-concentrix-4372465740?position=27&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=X2nFJ6mnfePzWTfPmobI6g%3D%3D
Recruitment Executive,ADNOC Schools – (Education Company inside ADNOC Oil and Gas Group),"Abu Dhabi Emirate, United Arab Emirates",https://ae.linkedin.com/jobs/view/recruitment-executive-at-adnoc-schools-%E2%80%93-education-company-inside-adnoc-oil-and-gas-group-4402730623?position=28&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=vZLY%2BWG97EL5GalSdwk4yw%3D%3D
IT Support Specialist,Rapyd,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/it-support-specialist-at-rapyd-4391878082?position=29&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=KWh6Edf8OcFhsKcodFVZTw%3D%3D
Customer Service Advisor - Arabic and English Speaker - Medical,Concentrix,"Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",https://ae.linkedin.com/jobs/view/customer-service-advisor-arabic-and-english-speaker-medical-at-concentrix-4372463740?position=30&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=irdLG1NhX3ohsjxsyduyuA%3D%3D
"Team Lead, Training",noon,"Abu Dhabi Emirate, United Arab Emirates",https://ae.linkedin.com/jobs/view/team-lead-training-at-noon-4395337137?position=31&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=vIeW29E%2B0sXoopy844gPqw%3D%3D
Seller Operations Team Lead,noon,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/seller-operations-team-lead-at-noon-4405895459?position=32&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=TCH5CZcel%2FfBbndOnGNccQ%3D%3D
Customer Service Executive - Temp 3 Month Contract,Edenred UAE,"Dubai, Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/customer-service-executive-temp-3-month-contract-at-edenred-uae-4405673051?position=33&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=D2llYYrS0AMQkjbxZUulxQ%3D%3D
Area Supervisor - SHOT,noon,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/area-supervisor-shot-at-noon-4395336984?position=34&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=KRb9Y%2B0tHgwb5LZXiwd1BQ%3D%3D
"Team Leader, Contact Centre - Abu Dhabi",First Abu Dhabi Bank (FAB),"Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",https://ae.linkedin.com/jobs/view/team-leader-contact-centre-abu-dhabi-at-first-abu-dhabi-bank-fab-4245919039?position=35&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=PgXbn%2FhDiajdVGZY1lyvlw%3D%3D
Site Supervisor,Emirates Industrial Panel (EIP),"Dubai, Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/site-supervisor-at-emirates-industrial-panel-eip-4379660547?position=36&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=erbRJsuxaQV4Q1qr0qMUew%3D%3D
Intern,Modon,"Abu Dhabi Emirate, United Arab Emirates",https://ae.linkedin.com/jobs/view/intern-at-modon-4397508898?position=37&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=uWHd6353NKyCij3IWeszBw%3D%3D
"General Manager, Dubai Mall Online",noon,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/general-manager-dubai-mall-online-at-noon-4396584482?position=38&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=rz4SW9o47oeKv3j%2Fk320rw%3D%3D
Site HSE Officer,Emirates Industrial Panel (EIP),"Dubai, Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/site-hse-officer-at-emirates-industrial-panel-eip-4379652820?position=39&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=FpI3IlDkpIL7nA%2Fqr2hJOg%3D%3D
Customer Service Team Member,John Crane,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/customer-service-team-member-at-john-crane-4399662605?position=40&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=tjTorl7dtERJSsSfbAJFSQ%3D%3D
UAE-Technical Specialist,Apple,United Arab Emirates,https://ae.linkedin.com/jobs/view/uae-technical-specialist-at-apple-4388961369?position=41&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=nQdoOqIPenDaxFEWO8H7UA%3D%3D
Assistant Store Manager - Dubaï,Polène Paris,United Arab Emirates,https://ae.linkedin.com/jobs/view/assistant-store-manager-duba%C3%AF-at-pol%C3%A8ne-paris-4384180467?position=42&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=X67NMoA0h79cs1sVJqrSlw%3D%3D
Assistant Facilities Manager,noon,"Abu Dhabi Emirate, United Arab Emirates",https://ae.linkedin.com/jobs/view/assistant-facilities-manager-at-noon-4405665687?position=43&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=Vsk24c9JFR3GZovycBuXTw%3D%3D
Patrons and Guest Relations Coordinator,Sharjah Art Foundation,"Sharjah, Sharjah Emirate, United Arab Emirates",https://ae.linkedin.com/jobs/view/patrons-and-guest-relations-coordinator-at-sharjah-art-foundation-4399115136?position=44&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=QdWQBjOiy%2B5G5ssCAHhHog%3D%3D
Store Associate (Mobile),Landmark Group,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/store-associate-mobile-at-landmark-group-4398823721?position=45&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=ePtZSz7JBzZIFMq7uqYQpA%3D%3D
Executive Assistant,QuantumGate,"Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",https://ae.linkedin.com/jobs/view/executive-assistant-at-quantumgate-4404189276?position=46&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=NzGYpepKlFZNEi5ob2PRFw%3D%3D
"Manager, Warehouse",noon,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/manager-warehouse-at-noon-4400389493?position=47&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=4nbY3HcnRG7wn1kdBKznJQ%3D%3D
Analyst,Weber Shandwick,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/analyst-at-weber-shandwick-4398480088?position=48&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=%2Fp2vDND4y9%2BBaFhjYAWK6Q%3D%3D
Relationship Officer,CFI Financial Group,"Abu Dhabi Emirate, United Arab Emirates",https://ae.linkedin.com/jobs/view/relationship-officer-at-cfi-financial-group-4406206013?position=49&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=9J3bVcz%2BsHSSqD373PWBzg%3D%3D
Human Resources Assistant,Tuscan Consulting,"Dubai, Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/human-resources-assistant-at-tuscan-consulting-4404676821?position=50&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=cyYQFKN9DRiXpuqmwg0Gfg%3D%3D
Elementary Coordinator,ADNOC Schools – (Education Company inside ADNOC Oil and Gas Group),"Abu Dhabi Emirate, United Arab Emirates",https://ae.linkedin.com/jobs/view/elementary-coordinator-at-adnoc-schools-%E2%80%93-education-company-inside-adnoc-oil-and-gas-group-4397269544?position=51&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=npMt96fMbjDnfoVoATi6GQ%3D%3D
Remote Data Entry Specialist - Assistant Administrator,Recruit-Lytix,"Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",https://ae.linkedin.com/jobs/view/remote-data-entry-specialist-assistant-administrator-at-recruit-lytix-4407163507?position=52&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=Nu8xfGOPeQJJjqn%2BahbpfA%3D%3D
Social Media Executive,Hashtag,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/social-media-executive-at-hashtag-4403621027?position=53&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=72qji3FB7m9yo6wbsOjR4w%3D%3D
"Sales Specialist (Dubai, UAE)",Collecting Cars,"Dubai, Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/sales-specialist-dubai-uae-at-collecting-cars-4407177484?position=54&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=MVXvnDYfIgQd%2Bab%2F%2Fn7L7w%3D%3D
Personal Assistant,Confidential,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/personal-assistant-at-confidential-4405632178?position=55&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=oT4QGikK1%2BYSQYg5DUVuig%3D%3D
Relationship Officer,First Abu Dhabi Bank (FAB),"Dubai, Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/relationship-officer-at-first-abu-dhabi-bank-fab-4343743934?position=56&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=lQHpa1vdMCHYrqg0E5RCJQ%3D%3D
Entrepreneur in Residence,noon,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/entrepreneur-in-residence-at-noon-4383709933?position=57&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=%2FhVvMwXh%2BuP4Fj0bc1Re6g%3D%3D
Senior Quality Assurance Associate,noon,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/senior-quality-assurance-associate-at-noon-4401089644?position=58&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=2aYWJiWP41O9mWyfiJquZA%3D%3D
Junior Front-End Developer (Remote),PULSE (MENA REGION),"Dubai, Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/junior-front-end-developer-remote-at-pulse-mena-region-4404010240?position=59&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=Thjt3d8%2F9SXTtTaKuvo81w%3D%3D
Game Tester- Shooter Games,iBLOXX Studios DMCC,"Dubai, Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/game-tester-shooter-games-at-ibloxx-studios-dmcc-4396958689?position=60&pageNum=0&refId=LgyVg1X56lx4V6wnprBd1g%3D%3D&trackingId=XNXvDuYMPtDVY0QWvGPfEQ%3D%3D
